-6.088924408,-45.63802338,26.43614197
-17.65565872,-48.09848404,60.74077606
-51.2925415,-14.66360188,42.54580688
-6.853911877,14.85168839,55.82229614
-17.18612289,-97.0177002,16.47900581
-48.89553833,-57.09397888,41.9570961
-36.6485672,48.24040222,9.120894432
-22.88305473,-55.30547333,-4.020484924
-56.15677643,-51.34482574,-5.000105381
-33.501297,-27.60788155,18.40294647
-36.62579346,7.583817005,-24.86970329
-5.207064152,-44.53011703,26.13438988
-4.519937038,-43.38432312,25.55321312
-4.04491663,-42.00220871,24.69396019
-3.864495516,-40.71696854,23.74836922
-4.139831066,-39.6035614,23.01118088
-4.896253586,-38.73733521,22.77717781
-5.931086063,-38.17811584,22.93983841
-7.022371292,-37.56910706,23.2993927
-8.040890694,-36.91439819,23.47713852
-5.626304626,-46.37051773,25.88811684
-5.248911858,-47.10239029,25.25753403
-4.967630386,-47.73883438,24.54767609
-4.816828728,-48.34509659,23.55930901
-4.771328449,-48.76298523,22.4865284
-4.821020126,-49.10181427,21.41426849
-4.930729389,-49.44224548,20.17176056
-5.081420422,-49.82559204,19.03346252
-5.351157665,-50.14271164,17.98197174
-5.702595234,-50.57849503,16.84906387
-6.038403988,-50.93958282,15.80616379
-6.31788063,-51.41481781,14.68078518
-6.469996452,-52.00769424,13.64005375
-6.427356243,-52.59712219,12.59290504
-6.279708385,-53.18115616,11.53454304
-6.176846027,-53.65911484,10.46760845
-6.200938225,-54.04578018,9.57870388
-6.403534889,-54.34150314,8.779292107
-6.848465919,-54.55524826,8.167080879
-7.534335613,-54.6871376,7.805770874
-8.390778542,-54.83012772,7.507400513
-9.393061638,-54.98575974,7.270256519
-10.50831699,-55.15832901,7.088118553
-11.73525143,-55.35372543,6.952735424
-13.15893078,-55.45604324,6.77677393
-14.58440304,-55.65773773,6.623725414
-16.11051178,-55.64039993,6.513865948
-17.82871819,-55.78785324,6.402519703
-19.44506073,-55.82960892,6.248496056
-21.05859756,-55.96459961,5.959879398
-22.34148216,-56.26616287,5.342731476
-23.27895355,-56.63204193,4.392030716
-23.78871155,-57.14747238,3.237426996
-23.72020721,-57.46307755,2.081455469
-23.06323814,-57.83934784,1.035454392
-21.92945671,-58.20566559,0.241659328
-20.53054619,-58.36602402,-0.278023064
-19.15620995,-58.33868408,-0.574514568
-17.60273552,-58.09768677,-0.738585234
-16.25052452,-57.67229462,-0.798267305
-14.79907036,-57.14660645,-0.839261413
-13.53370476,-56.52817535,-0.840278506
-12.35214043,-56.01708221,-0.928398609
-11.46169376,-55.72404861,-1.227138162
-11.27550411,-56.00004578,-1.765487194
-11.57396793,-56.51008606,-2.413449287
-12.33798027,-57.1552887,-2.974856377
-13.37892151,-57.82497406,-3.437930584
-14.42311668,-58.17485046,-3.748897314
-15.56887913,-58.43502426,-3.917668343
-16.71770477,-58.37386703,-3.999076605
-17.86459923,-58.31679916,-4.074004173
-18.91845322,-57.92414856,-4.137086391
-19.97284889,-57.53819275,-4.184998512
-20.93806839,-56.82004547,-4.172107697
-21.90734863,-56.11278152,-4.106143475
-23.83625412,-38.80578232,-4.491914749
-22.24317169,-37.52021408,-4.986905575
-20.64743423,-36.25147247,-5.331110001
-18.93670082,-35.18232346,-5.658583641
-17.21142387,-34.31365967,-6.105926991
-15.66941738,-34.15986633,-6.760119438
-15.00442505,-34.8735733,-7.512283802
-15.45601654,-36.20067215,-7.943081379
-16.52435875,-37.60372925,-7.841407299
-17.70206451,-39.0365448,-7.394063473
-18.75985336,-40.50188446,-6.773525715
-19.68563271,-42.19939423,-6.08197403
-20.42457962,-43.89610672,-5.335330009
-21.17595673,-45.70578003,-4.593465328
-21.84485817,-47.51483536,-3.949837446
-22.39907646,-49.52972412,-3.530252934
-22.7358284,-51.51805496,-3.412800074
-22.95353889,-53.48414612,-3.598300695
-4.838830948,-45.25260925,25.49012756
-4.302814484,-44.00430679,24.81595039
-4.019835472,-42.6186409,23.86527443
-4.081431866,-41.37108231,23.02091789
-4.666166782,-40.42419815,22.48517036
-5.663758278,-39.73794937,22.54052162
-6.824259758,-39.1151886,22.81056213
-7.960918427,-38.59225082,23.08976173
-4.585044384,-45.87940979,24.76439476
-4.224430084,-44.62654495,23.99509811
-4.127118587,-43.25579453,23.04961205
-4.44916296,-42.06469345,22.39426422
-5.278347492,-41.27724075,22.05513191
-6.445121288,-40.62584305,22.21348953
-7.700041771,-40.12909317,22.58153915
-4.473527431,-46.50756073,23.94936562
-4.266805172,-45.15317917,23.09000587
-4.352264404,-43.82958603,22.33024025
-4.902655602,-42.77536774,21.77736855
-5.937393665,-42.14077377,21.6253109
-7.233734131,-41.61508942,21.87813377
-8.431791306,-40.97667694,22.0696888
-4.444455147,-47.02414703,22.95945358
-4.375312805,-45.69530487,22.19237518
-4.635947704,-44.50147629,21.53002357
-5.403637409,-43.59923935,21.16414642
-6.607503891,-43.01239014,21.19855881
-7.964733601,-42.58437347,21.44702339
-8.803862572,-41.65598297,21.34888458
-4.454003811,-47.45881653,21.97721863
-4.476229668,-46.14814377,21.29803848
-4.899965286,-45.08417892,20.73457146
-5.873914719,-44.33170319,20.5549469
-7.223848343,-43.86982346,20.67870712
-8.490795135,-43.3129425,20.83228874
-4.479417801,-47.89532089,20.90988541
-4.545250416,-46.60132599,20.32639885
-5.131038189,-45.57494736,19.94119644
-6.288043022,-45.05448532,19.8579216
-7.726232529,-44.69696808,19.97911263
-4.50510025,-48.23947525,19.76452255
-4.564620495,-46.96505356,19.35939598
-5.30596447,-46.16650009,19.06838226
-6.608406067,-45.78345108,19.1634407
-8.025663376,-45.42135239,19.28127098
-4.54404211,-48.51266098,18.70977402
-4.589916229,-47.34593964,18.39790344
-5.432238102,-46.66772461,18.20189667
-6.818426132,-46.39078903,18.2958107
-8.109736443,-45.91132736,18.40906334
-4.666882992,-48.90444946,17.5772171
-4.627222061,-47.73265076,17.35626602
-5.50381279,-47.07587051,17.33605957
-6.936041355,-46.9040184,17.43431091
-4.903749466,-49.33390045,16.5400238
-4.740517616,-48.14212799,16.32130241
-5.572788715,-47.48816299,16.38883209
-6.983291149,-47.32244873,16.57371712
-5.222369194,-49.6787529,15.4992857
-4.908432484,-48.57967377,15.37451553
-5.642383575,-47.91090393,15.44473839
-6.987652779,-47.73798752,15.62897491
-5.560686588,-50.14624786,14.46029377
-5.13306284,-48.9188652,14.33709049
-5.676314354,-48.2265358,14.40887642
-6.937214375,-47.93925095,14.59356785
-7.704389095,-47.39899826,14.77708054
-5.850570679,-50.63461685,13.50692844
-5.380511284,-49.38164139,13.30034256
-5.709460258,-48.55265808,13.36987591
-6.851602077,-48.26033783,13.6425457
-6.043050289,-51.23281097,12.46412849
